SISTEMA	ADM         	ORGAO         	SALARIO
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.300,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.300,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.430,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.560,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.300,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.300,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.820,00 
SIGRH  	ADM.DIRETA  	CASA CIVIL    	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.456,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.029,08 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.690,00 
SIGRH  	ADM.DIRETA  	DPGE          	 14.359,44 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.391,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.296,62 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 871,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.521,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.450,98 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.145,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.007,50 
SIGRH  	ADM.DIRETA  	DPGE          	 655,59 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.496,94 
SIGRH  	ADM.DIRETA  	DPGE          	 4.341,64 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.027,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 934,38 
SIGRH  	ADM.DIRETA  	DPGE          	 3.824,49 
SIGRH  	ADM.DIRETA  	DPGE          	 1.222,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.925,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 4.071,81 
SIGRH  	ADM.DIRETA  	DPGE          	 1.248,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.137,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 676,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.352,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 676,00 
SIGRH  	ADM.DIRETA  	DPGE          	 908,70 
SIGRH  	ADM.DIRETA  	DPGE          	 773,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 942,50 
SIGRH  	ADM.DIRETA  	DPGE          	 2.665,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.250,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.846,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.183,35 
SIGRH  	ADM.DIRETA  	DPGE          	 1.137,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.612,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 806,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 10.776,87 
SIGRH  	ADM.DIRETA  	DPGE          	 1.196,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 897,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.007,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.302,01 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 876,20 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 2.080,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.495,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.293,50 
SIGRH  	ADM.DIRETA  	DPGE          	 2.600,01 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.108,25 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 968,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 963,30 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.815,62 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.080,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.254,50 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.066,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.043,24 
SIGRH  	ADM.DIRETA  	DPGE          	 2.469,77 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.124,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 2.406,29 
SIGRH  	ADM.DIRETA  	DPGE          	 2.275,00 
SIGRH  	ADM.DIRETA  	DPGE          	 650,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.227,43 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 744,25 
SIGRH  	ADM.DIRETA  	DPGE          	 1.222,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.072,50 
SIGRH  	ADM.DIRETA  	DPGE          	 669,50 
SIGRH  	ADM.DIRETA  	DPGE          	 2.222,56 
SIGRH  	ADM.DIRETA  	DPGE          	 1.611,08 
SIGRH  	ADM.DIRETA  	DPGE          	 3.095,76 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 763,75 
SIGRH  	ADM.DIRETA  	DPGE          	 2.021,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.872,48 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.690,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.105,00 
SIGRH  	ADM.DIRETA  	DPGE          	 962,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.651,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.651,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 763,75 
SIGRH  	ADM.DIRETA  	DPGE          	 10.776,87 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.275,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.080,00 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 806,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.401,72 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.495,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.872,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 877,50 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 2.275,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.196,00 
SIGRH  	ADM.DIRETA  	DPGE          	 968,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.040,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.430,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.250,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.141,03 
SIGRH  	ADM.DIRETA  	DPGE          	 1.040,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 864,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.047,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,01 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.824,49 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 663,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 11.974,29 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.807,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.600,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 971,75 
SIGRH  	ADM.DIRETA  	DPGE          	 2.470,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 733,20 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.080,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.380,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.069,25 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 747,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 806,00 
SIGRH  	ADM.DIRETA  	DPGE          	 747,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.397,50 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 543,40 
SIGRH  	ADM.DIRETA  	DPGE          	 1.950,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.222,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.235,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.020,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.001,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.872,48 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 869,70 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 843,70 
SIGRH  	ADM.DIRETA  	DPGE          	 806,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.103,70 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.644,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.374,18 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.815,62 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.235,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 991,24 
SIGRH  	ADM.DIRETA  	DPGE          	 2.925,47 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.404,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 3.250,01 
SIGRH  	ADM.DIRETA  	DPGE          	 2.015,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.027,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.080,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.345,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.222,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.449,98 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.471,64 
SIGRH  	ADM.DIRETA  	DPGE          	 1.072,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 936,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.470,00 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.430,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.690,00 
SIGRH  	ADM.DIRETA  	DPGE          	 913,77 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.267,50 
SIGRH  	ADM.DIRETA  	DPGE          	 682,50 
SIGRH  	ADM.DIRETA  	DPGE          	 780,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 871,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.370,19 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 892,43 
SIGRH  	ADM.DIRETA  	DPGE          	 1.251,25 
SIGRH  	ADM.DIRETA  	DPGE          	 8.105,36 
SIGRH  	ADM.DIRETA  	DPGE          	 1.809,34 
SIGRH  	ADM.DIRETA  	DPGE          	 1.071,85 
SIGRH  	ADM.DIRETA  	DPGE          	 1.027,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 2.145,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.105,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.202,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.238,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.056,25 
SIGRH  	ADM.DIRETA  	DPGE          	 871,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 4.009,74 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.170,00 
SIGRH  	ADM.DIRETA  	DPGE          	 910,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.979,90 
SIGRH  	ADM.DIRETA  	DPGE          	 1.300,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.365,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 760,50 
SIGRH  	ADM.DIRETA  	DPGE          	 3.823,41 
SIGRH  	ADM.DIRETA  	DPGE          	 747,50 
SIGRH  	ADM.DIRETA  	DPGE          	 812,50 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.287,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.404,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.241,50 
SIGRH  	ADM.DIRETA  	DPGE          	 936,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.625,00 
SIGRH  	ADM.DIRETA  	DPGE          	 1.580,37 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 715,00 
SIGRH  	ADM.DIRETA  	DPGE          	 871,00 
SIGRH  	ADM.DIRETA  	DPGE          	 741,00 
SIGRH  	ADM.DIRETA  	DPGE          	 975,00 
SIGRH  	ADM.DIRETA  	DPGE          	 845,00 
SIGRH  	ADM.DIRETA  	DPGE          	 806,00 
SIGRH  	ADM.DIRETA  	DPGE          	 963,30 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.449,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 2.229,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.449,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 10.776,87 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.611,08 
SIGRH  	ADM.DIRETA  	PCERJ         	 924,78 
SIGRH  	ADM.DIRETA  	PCERJ         	 715,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 7.588,41 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.449,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.449,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 924,78 
SIGRH  	ADM.DIRETA  	PCERJ         	 812,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 812,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 845,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 845,00 
