SISTEMA	ADM         	ORGAO         	SALARIO
SIGRH  	ADM.DIRETA  	PCERJ         	 897,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 812,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 812,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 390,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 390,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 767,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.072,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.469,47 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.469,47 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.469,47 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.469,47 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.774,97 
SIGRH  	ADM.DIRETA  	PCERJ         	 892,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 978,26 
SIGRH  	ADM.DIRETA  	PCERJ         	 715,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 8.321,85 
SIGRH  	ADM.DIRETA  	PCERJ         	 789,11 
SIGRH  	ADM.DIRETA  	PCERJ         	 8.786,21 
SIGRH  	ADM.DIRETA  	PCERJ         	 789,11 
SIGRH  	ADM.DIRETA  	PCERJ         	 892,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 892,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 892,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 924,78 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.469,47 
SIGRH  	ADM.DIRETA  	PCERJ         	 682,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.449,98 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.040,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 715,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.040,00 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 357,50 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.022,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.022,28 
SIGRH  	ADM.DIRETA  	PCERJ         	 876,12 
SIGRH  	ADM.DIRETA  	PCERJ         	 1.022,28 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.046,21 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 10.776,87 
SIGRH  	ADM.DIRETA  	PGE           	 5.297,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.235,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.527,50 
SIGRH  	ADM.DIRETA  	PGE           	 11.974,29 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.235,00 
SIGRH  	ADM.DIRETA  	PGE           	 10.776,87 
SIGRH  	ADM.DIRETA  	PGE           	 1.612,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 2.047,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 962,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 2.197,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.202,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.665,00 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 2.665,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.007,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.665,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.245,25 
SIGRH  	ADM.DIRETA  	PGE           	 1.257,75 
SIGRH  	ADM.DIRETA  	PGE           	 6.617,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 5.297,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.697,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.397,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.007,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.417,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.202,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 754,03 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.287,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.202,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.560,00 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 3.672,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.657,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 5.317,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.072,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.657,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.072,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.632,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.007,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.170,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.170,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.397,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 4.192,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.820,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 4.192,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 4.192,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.820,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.820,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 4.517,50 
SIGRH  	ADM.DIRETA  	PGE           	 438,75 
SIGRH  	ADM.DIRETA  	PGE           	 1.384,50 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 962,00 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.982,50 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.527,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.625,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.196,00 
SIGRH  	ADM.DIRETA  	PGE           	 962,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.205,75 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 780,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 3.692,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.417,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.130,46 
SIGRH  	ADM.DIRETA  	PGE           	 1.300,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 3.892,96 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 6.064,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 3.912,46 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.301,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 3.851,25 
SIGRH  	ADM.DIRETA  	PGE           	 1.007,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.007,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 4.199,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.342,75 
SIGRH  	ADM.DIRETA  	PGE           	 1.560,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.508,96 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.300,00 
SIGRH  	ADM.DIRETA  	PGE           	 4.114,50 
SIGRH  	ADM.DIRETA  	PGE           	 5.918,25 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.560,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.982,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 3.672,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.257,75 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 5.622,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.202,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 6.106,75 
SIGRH  	ADM.DIRETA  	PGE           	 1.202,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.314,40 
SIGRH  	ADM.DIRETA  	PGE           	 3.883,75 
SIGRH  	ADM.DIRETA  	PGE           	 1.040,00 
SIGRH  	ADM.DIRETA  	PGE           	 3.672,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.365,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.712,75 
SIGRH  	ADM.DIRETA  	PGE           	 715,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.560,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 1.397,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.611,08 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.257,75 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.365,00 
SIGRH  	ADM.DIRETA  	PGE           	 942,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.067,00 
SIGRH  	ADM.DIRETA  	PGE           	 2.067,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.264,75 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 910,00 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 2.332,96 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.173,25 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.332,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.449,98 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.267,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
SIGRH  	ADM.DIRETA  	PGE           	 1.787,50 
SIGRH  	ADM.DIRETA  	PGE           	 877,50 
