SISTEMA	DEPTO	SETOR         	SALARIO
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	650
RH  	DEPT.RH	SETOR_F	1.332,50
RH  	DEPT.RH	SETOR_F	10.257,44
RH  	DEPT.RH	SETOR_F	741
RH  	DEPT.RH	SETOR_F	1.872,00
RH  	DEPT.RH	SETOR_F	1.755,00
RH  	DEPT.RH	SETOR_F	1.677,00
RH  	DEPT.RH	SETOR_F	1.755,00
RH  	DEPT.RH	SETOR_F	1.592,50
RH  	DEPT.RH	SETOR_F	1.755,00
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	1.199,25
RH  	DEPT.RH	SETOR_F	2.197,00
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	13.993,86
RH  	DEPT.RH	SETOR_F	6.500,00
RH  	DEPT.RH	SETOR_F	1.072,50
RH  	DEPT.RH	SETOR_F	1.589,25
RH  	DEPT.RH	SETOR_F	1.625,00
RH  	DEPT.RH	SETOR_F	2.145,00
RH  	DEPT.RH	SETOR_F	2.145,00
RH  	DEPT.RH	SETOR_F	1.690,00
RH  	DEPT.RH	SETOR_F	3.412,50
RH  	DEPT.RH	SETOR_F	1.332,50
RH  	DEPT.RH	SETOR_F	1.625,00
RH  	DEPT.RH	SETOR_F	1.449,50
RH  	DEPT.RH	SETOR_F	2.275,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.560,00
RH  	DEPT.RH	SETOR_F	613,6
RH  	DEPT.RH	SETOR_F	1.560,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.560,00
RH  	DEPT.RH	SETOR_F	747,5
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.560,00
RH  	DEPT.RH	SETOR_F	3.445,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.365,00
RH  	DEPT.RH	SETOR_F	1.820,00
RH  	DEPT.RH	SETOR_F	1.560,00
RH  	DEPT.RH	SETOR_F	910
RH  	DEPT.RH	SETOR_F	2.405,00
RH  	DEPT.RH	SETOR_F	682,5
RH  	DEPT.RH	SETOR_F	2.600,00
RH  	DEPT.RH	SETOR_F	1.332,50
RH  	DEPT.RH	SETOR_F	5.200,00
RH  	DEPT.RH	SETOR_F	715
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	1.430,00
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	1.040,00
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	2.600,00
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	162,5
RH  	DEPT.RH	SETOR_F	1.040,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	845
RH  	DEPT.RH	SETOR_F	715
RH  	DEPT.RH	SETOR_F	1.202,50
RH  	DEPT.RH	SETOR_F	1.365,00
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	1.040,00
RH  	DEPT.RH	SETOR_F	715
RH  	DEPT.RH	SETOR_F	1.235,00
RH  	DEPT.RH	SETOR_F	1.300,00
RH  	DEPT.RH	SETOR_F	1.950,00
RH  	DEPT.RH	SETOR_F	975
RH  	DEPT.RH	SETOR_F	5.200,00
RH  	DEPT.RH	SETOR_F	4.875,00
RH  	DEPT.RH	SETOR_F	7.150,00
RH  	DEPT.RH	SETOR_F	4.875,00
RH  	DEPT.RH	SETOR_F	5.200,00
RH  	DEPT.RH	SETOR_F	4.550,00
RH  	DEPT.RH	SETOR_F	1.365,00
RH  	DEPT.RH	SETOR_F	1.365,00
RH  	DEPT.RH	SETOR_F	1.625,00
RH  	DEPT.RH	SETOR_F	3.315,00
RH  	DEPT.RH	SETOR_F	1.625,00
RH  	DEPT.RH	SETOR_F	2.118,35
RH  	DEPT.RH	SETOR_F	3.250,00
RH  	DEPT.RH	SETOR_F	3.250,00
RH  	DEPT.RH	SETOR_F	5.200,00
RH  	DEPT.RH	SETOR_G	1.069,25
RH  	DEPT.RH	SETOR_G	1.105,00
RH  	DEPT.RH	SETOR_G	8.785,61
RH  	DEPT.RH	SETOR_G	1.547,00
RH  	DEPT.RH	SETOR_G	1.332,50
RH  	DEPT.RH	SETOR_G	1.105,00
RH  	DEPT.RH	SETOR_G	1.199,25
RH  	DEPT.RH	SETOR_G	1.199,25
RH  	DEPT.RH	SETOR_G	1.683,50
RH  	DEPT.RH	SETOR_G	1.820,00
RH  	DEPT.RH	SETOR_G	2.535,00
RH  	DEPT.RH	SETOR_G	2.587,00
RH  	DEPT.RH	SETOR_G	1.625,00
RH  	DEPT.RH	SETOR_G	2.587,00
RH  	DEPT.RH	SETOR_G	1.524,25
RH  	DEPT.RH	SETOR_G	2.314,00
RH  	DEPT.RH	SETOR_G	2.314,00
RH  	DEPT.RH	SETOR_G	8.786,26
RH  	DEPT.RH	SETOR_G	8.786,26
RH  	DEPT.RH	SETOR_G	1.852,50
RH  	DEPT.RH	SETOR_G	1.365,00
RH  	DEPT.RH	SETOR_G	1.332,50
RH  	DEPT.RH	SETOR_G	1.560,00
RH  	DEPT.RH	SETOR_G	2.275,00
RH  	DEPT.RH	SETOR_G	1.755,00
RH  	DEPT.RH	SETOR_G	1.495,00
RH  	DEPT.RH	SETOR_G	3.250,00
RH  	DEPT.RH	SETOR_G	2.600,00
RH  	DEPT.RH	SETOR_G	2.275,00
RH  	DEPT.RH	SETOR_G	3.575,00
RH  	DEPT.RH	SETOR_G	2.925,00
RH  	DEPT.RH	SETOR_G	1.300,00
RH  	DEPT.RH	SETOR_G	1.950,00
RH  	DEPT.RH	SETOR_G	1.302,60
RH  	DEPT.RH	SETOR_G	3.768,05
RH  	DEPT.RH	SETOR_G	1.755,00
RH  	DEPT. LOG	SETOR_G	1.033,50
RH  	DEPT. LOG	SETOR_G	2.047,50
RH  	DEPT. LOG	SETOR_G	2.047,50
RH  	DEPT. LOG	SETOR_G	3.250,00
RH  	DEPT. LOG	SETOR_G	3.250,00
RH  	DEPT. LOG	SETOR_G	1.625,00
RH  	DEPT. LOG	SETOR_G	1.625,00
RH  	DEPT. LOG	SETOR_G	1.560,00
RH  	DEPT. LOG	SETOR_G	1.293,50
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	1.378,00
RH  	DEPT. LOG	SETOR_G	1.261,00
RH  	DEPT. LOG	SETOR_G	1.573,00
RH  	DEPT. LOG	SETOR_G	3.250,00
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	1.131,00
RH  	DEPT. LOG	SETOR_G	1.261,00
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	1.358,50
RH  	DEPT. LOG	SETOR_G	1.225,25
RH  	DEPT. LOG	SETOR_G	1.515,80
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	3.250,00
RH  	DEPT. LOG	SETOR_G	1.515,80
RH  	DEPT. LOG	SETOR_G	1.105,00
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_G	1.300,00
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_G	1.300,00
RH  	DEPT. LOG	SETOR_G	1.300,00
RH  	DEPT. LOG	SETOR_G	780
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_G	1.300,00
RH  	DEPT. LOG	SETOR_G	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.950,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.430,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	780
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.625,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	806
RH  	DEPT. LOG	SETOR_B	3.672,50
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.625,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.625,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	2.275,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	780
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.430,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.430,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.430,00
RH  	DEPT. LOG	SETOR_B	1.560,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.820,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.456,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.029,08
RH  	DEPT. LOG	SETOR_B	1.365,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.690,00
RH  	DEPT. LOG	SETOR_B	14.359,44
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	910
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	910
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.391,00
RH  	DEPT. LOG	SETOR_B	910
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	741
RH  	DEPT. LOG	SETOR_B	1.950,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	4.296,62
RH  	DEPT. LOG	SETOR_B	1.170,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	871
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	1.521,00
RH  	DEPT. LOG	SETOR_B	2.450,98
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	741
RH  	DEPT. LOG	SETOR_B	741
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	2.145,00
RH  	DEPT. LOG	SETOR_B	1.365,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.007,50
RH  	DEPT. LOG	SETOR_B	655,59
RH  	DEPT. LOG	SETOR_B	1.449,98
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	3.496,94
RH  	DEPT. LOG	SETOR_B	4.341,64
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.027,00
RH  	DEPT. LOG	SETOR_B	1.950,00
RH  	DEPT. LOG	SETOR_B	934,38
RH  	DEPT. LOG	SETOR_B	3.824,49
RH  	DEPT. LOG	SETOR_B	1.222,00
RH  	DEPT. LOG	SETOR_B	2.925,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	812,5
RH  	DEPT. LOG	SETOR_B	4.071,81
RH  	DEPT. LOG	SETOR_B	1.248,00
RH  	DEPT. LOG	SETOR_B	1.137,50
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	676
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.352,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	676
RH  	DEPT. LOG	SETOR_B	908,7
RH  	DEPT. LOG	SETOR_B	773,5
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	1.625,00
RH  	DEPT. LOG	SETOR_B	1.170,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	942,5
RH  	DEPT. LOG	SETOR_B	2.665,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	3.250,00
RH  	DEPT. LOG	SETOR_B	1.300,00
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	715
RH  	DEPT. LOG	SETOR_B	845
RH  	DEPT. LOG	SETOR_B	1.846,00
RH  	DEPT. LOG	SETOR_B	2.183,35
RH  	DEPT. LOG	SETOR_B	1.137,50
RH  	DEPT. LOG	SETOR_B	1.170,00
RH  	DEPT. LOG	SETOR_B	845
RH  	DEPT. LOG	SETOR_B	1.612,00
RH  	DEPT. LOG	SETOR_B	975
RH  	DEPT. LOG	SETOR_B	1.625,00
RH  	DEPT. LOG	SETOR_B	806
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	780
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	975
RH  	DEPT. LOG	SETOR_H	10.776,87
RH  	DEPT. LOG	SETOR_H	1.196,00
RH  	DEPT. LOG	SETOR_H	780
RH  	DEPT. LOG	SETOR_H	1.625,00
RH  	DEPT. LOG	SETOR_H	845
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	897
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	975
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.007,50
RH  	DEPT. LOG	SETOR_H	1.300,00
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	780
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	741
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	3.302,01
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	876,2
RH  	DEPT. LOG	SETOR_H	1.449,98
RH  	DEPT. LOG	SETOR_H	2.080,00
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.495,00
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.293,50
RH  	DEPT. LOG	SETOR_H	2.600,01
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.108,25
RH  	DEPT. LOG	SETOR_H	741
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	968,5
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.625,00
RH  	DEPT. LOG	SETOR_H	1.300,00
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	963,3
RH  	DEPT. LOG	SETOR_H	715
RH  	DEPT. LOG	SETOR_H	1.300,00
RH  	DEPT. LOG	SETOR_I	4.815,62
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	845
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.950,00
RH  	DEPT. LOG	SETOR_I	975
RH  	DEPT. LOG	SETOR_I	2.080,00
RH  	DEPT. LOG	SETOR_I	1.254,50
RH  	DEPT. LOG	SETOR_I	845
RH  	DEPT. LOG	SETOR_I	1.066,00
RH  	DEPT. LOG	SETOR_I	845
RH  	DEPT. LOG	SETOR_I	1.043,24
RH  	DEPT. LOG	SETOR_I	2.469,77
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.124,50
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.449,98
RH  	DEPT. LOG	SETOR_I	2.406,29
RH  	DEPT. LOG	SETOR_I	2.275,00
RH  	DEPT. LOG	SETOR_I	650
RH  	DEPT. LOG	SETOR_I	1.300,00
RH  	DEPT. LOG	SETOR_I	4.227,43
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	744,25
RH  	DEPT. LOG	SETOR_I	1.222,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.072,50
RH  	DEPT. LOG	SETOR_I	669,5
RH  	DEPT. LOG	SETOR_I	2.222,56
RH  	DEPT. LOG	SETOR_I	1.611,08
RH  	DEPT. LOG	SETOR_I	3.095,76
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.365,00
RH  	DEPT. LOG	SETOR_I	1.625,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.300,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	763,75
RH  	DEPT. LOG	SETOR_I	2.021,50
RH  	DEPT. LOG	SETOR_I	1.872,48
RH  	DEPT. LOG	SETOR_I	975
RH  	DEPT. LOG	SETOR_I	1.690,00
RH  	DEPT. LOG	SETOR_I	1.105,00
RH  	DEPT. LOG	SETOR_I	962
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	845
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.651,00
RH  	DEPT. LOG	SETOR_I	1.651,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	763,75
RH  	DEPT. LOG	SETOR_I	10.776,87
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	2.275,00
RH  	DEPT. LOG	SETOR_I	2.080,00
RH  	DEPT. LOG	SETOR_I	812,5
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	806
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.950,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.950,00
RH  	DEPT. LOG	SETOR_I	975
RH  	DEPT. LOG	SETOR_I	4.401,72
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.495,00
RH  	DEPT. LOG	SETOR_I	1.170,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.170,00
RH  	DEPT. LOG	SETOR_I	1.872,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	812,5
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.300,00
RH  	DEPT. LOG	SETOR_I	1.300,00
RH  	DEPT. LOG	SETOR_I	975
RH  	DEPT. LOG	SETOR_I	877,5
RH  	DEPT. LOG	SETOR_I	812,5
RH  	DEPT. LOG	SETOR_I	2.275,00
RH  	DEPT. LOG	SETOR_I	1.950,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.196,00
RH  	DEPT. LOG	SETOR_I	968,5
RH  	DEPT. LOG	SETOR_I	1.365,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.040,00
RH  	DEPT. LOG	SETOR_I	1.430,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	3.250,00
RH  	DEPT. LOG	SETOR_I	715
RH  	DEPT. LOG	SETOR_I	1.141,03
RH  	DEPT. LOG	SETOR_I	1.040,00
RH  	DEPT. LOG	SETOR_I	780
RH  	DEPT. LOG	SETOR_I	780
RH  	DEPT. LOG	SETOR_I	864,5
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.170,00
RH  	DEPT. LOG	SETOR_J	2.047,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.625,01
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	975
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	3.824,49
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	845
RH  	DEPT. LOG	SETOR_J	663
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	910
RH  	DEPT. LOG	SETOR_J	11.974,29
RH  	DEPT. LOG	SETOR_J	845
RH  	DEPT. LOG	SETOR_J	1.807,00
RH  	DEPT. LOG	SETOR_J	2.600,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	971,75
RH  	DEPT. LOG	SETOR_J	2.470,00
RH  	DEPT. LOG	SETOR_J	1.170,00
RH  	DEPT. LOG	SETOR_J	733,2
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	2.080,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	3.380,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.069,25
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	747,5
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.365,00
RH  	DEPT. LOG	SETOR_J	806
RH  	DEPT. LOG	SETOR_J	747,5
RH  	DEPT. LOG	SETOR_J	1.397,50
RH  	DEPT. LOG	SETOR_J	1.449,98
RH  	DEPT. LOG	SETOR_J	910
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	741
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	543,4
RH  	DEPT. LOG	SETOR_J	1.950,00
RH  	DEPT. LOG	SETOR_J	1.449,98
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.222,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.235,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.020,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.001,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	1.872,48
RH  	DEPT. LOG	SETOR_J	1.625,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	812,5
RH  	DEPT. LOG	SETOR_J	869,7
RH  	DEPT. LOG	SETOR_J	975
RH  	DEPT. LOG	SETOR_J	843,7
RH  	DEPT. LOG	SETOR_J	806
RH  	DEPT. LOG	SETOR_J	1.103,70
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.644,50
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.374,18
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	780
RH  	DEPT. LOG	SETOR_J	4.815,62
RH  	DEPT. LOG	SETOR_J	975
RH  	DEPT. LOG	SETOR_J	1.235,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	991,24
RH  	DEPT. LOG	SETOR_J	2.925,47
RH  	DEPT. LOG	SETOR_J	1.300,00
RH  	DEPT. LOG	SETOR_J	1.404,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	3.250,01
RH  	DEPT. LOG	SETOR_J	2.015,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	1.027,00
RH  	DEPT. LOG	SETOR_J	715
RH  	DEPT. LOG	SETOR_J	2.080,00
